Country,Area,Waterbody_Type,Date,Ammonia_mg_L,BOD_mg_L,DO_mg_L,Orthophosphate_mg_L,pH,Temperature_C,Nitrogen_mg_L,Nitrate_mg_L,CCME_Values,CCME_WQI
England,Manchester,Reservoir,04-08-2020,0.002,0.17,12.94,0.072,7.89,3.7,0.53,2.78,99.67,Excellent
England,Birmingham,Lake,07-04-2023,0.008,0.92,15.0,0.147,7.89,7.4,1.45,0.56,98.42,Excellent
USA,Texas,Pond,18-03-2023,0.039,0.74,10.22,0.026,7.08,27.6,0.51,0.2,97.11,Excellent
Canada,Quebec,Canal,29-03-2021,0.329,0.4,11.03,0.127,6.82,12.8,0.09,3.44,83.07,Good
Ireland,Galway,Canal,14-07-2020,0.025,1.51,13.01,0.006,7.7,17.3,0.75,2.59,96.89,Excellent
USA,California,Pond,06-03-2020,0.007,1.96,12.15,0.048,6.73,19.5,1.07,0.3,97.17,Excellent
China,Beijing,Pond,13-05-2022,0.052,5.62,11.36,0.038,6.3,8.4,1.03,0.7,84.38,Good
USA,Florida,Lake,12-01-2020,0.109,0.07,10.8,0.061,7.35,8.9,0.02,1.77,94.44,Good
China,Jiangsu,Creek,02-06-2021,0.139,0.52,10.78,0.101,7.62,30.3,1.35,0.45,92.38,Good
Canada,Ontario,Lake,26-08-2020,0.056,4.79,9.84,0.1,7.01,25.4,0.14,2.19,90.82,Good
USA,New York,Stream,28-06-2022,0.064,3.42,11.01,0.047,6.94,23.3,0.79,0.17,92.54,Good
Canada,Quebec,Creek,14-01-2020,0.044,0.58,10.7,0.024,6.7,6.4,0.53,0.29,97.08,Excellent
Ireland,Galway,Stream,15-11-2021,0.013,0.57,12.18,0.064,6.81,18.5,2.06,0.05,98.63,Excellent
China,Jiangsu,Reservoir,04-03-2023,0.039,2.33,9.24,0.013,7.43,27.4,0.22,1.65,93.25,Good
Canada,Ontario,Lake,30-04-2023,0.004,0.13,13.83,0.012,7.58,18.6,0.27,0.78,99.64,Excellent
China,Jiangsu,Reservoir,09-12-2020,0.011,1.66,10.87,0.027,7.29,12.1,1.56,1.62,97.4,Excellent
England,London,Lake,07-05-2021,0.019,2.36,15.0,0.04,7.85,11.0,0.77,3.94,96.11,Excellent
England,Manchester,Canal,18-01-2020,0.014,0.97,11.97,0.013,7.11,10.1,0.56,0.58,98.09,Excellent
Canada,Alberta,Reservoir,25-12-2021,0.013,2.41,10.42,0.033,7.32,11.1,0.26,0.71,96.35,Excellent
China,Shanghai,River,07-06-2021,0.063,,14.42,0.202,7.54,4.4,2.83,1.06,91.11,Good
England,Leeds,River,24-11-2023,0.108,0.94,11.15,0.036,7.43,31.0,0.03,2.87,93.41,Good
China,Shanghai,River,30-06-2022,0.068,1.6,10.97,0.096,6.95,25.3,0.92,0.8,94.58,Good
USA,California,Canal,06-12-2021,0.134,4.09,11.07,0.137,8.53,13.5,,2.98,83.03,Good
Canada,Quebec,Pond,01-02-2023,0.052,1.55,10.71,0.037,7.49,19.2,1.08,1.36,95.44,Excellent
USA,Texas,Lake,02-06-2022,0.001,0.17,9.01,0.026,7.26,21.1,1.13,2.59,97.27,Excellent
Canada,Ontario,Pond,30-05-2023,0.061,0.12,12.14,0.01,7.74,16.2,0.79,0.32,96.82,Excellent
Canada,Ontario,Reservoir,10-12-2022,0.028,0.4,13.03,0.001,7.57,3.4,1.01,0.55,98.07,Excellent
USA,Pennsylvania,Creek,28-09-2022,0.251,1.67,10.67,0.026,7.71,25.5,0.56,2.08,85.38,Good
USA,Florida,Creek,12-07-2020,0.013,2.89,13.1,0.027,6.98,3.8,0.79,1.77,95.71,Excellent
England,London,Canal,17-08-2020,0.082,4.82,11.92,0.045,6.79,20.0,0.62,0.07,89.88,Good
China,Jiangsu,Lake,01-01-2023,0.021,5.49,14.95,0.018,6.86,6.3,0.56,0.97,92.11,Good
Ireland,Galway,Creek,01-02-2023,0.085,1.19,13.14,0.04,6.38,8.0,0.69,1.83,88.66,Good
USA,Pennsylvania,Reservoir,11-03-2023,0.028,1.61,14.32,0.044,7.04,3.8,0.45,0.06,96.58,Excellent
England,Leeds,Lake,12-12-2023,0.062,11.38,10.92,0.001,6.74,22.6,0.06,0.13,82.66,Good
USA,New York,Creek,24-11-2022,0.045,1.15,12.09,0.051,7.4,9.2,0.17,3.68,96.29,Excellent
USA,California,Canal,26-11-2021,0.258,0.92,11.86,0.108,8.37,17.4,0.81,2.19,85.96,Good
Canada,Alberta,Creek,03-12-2023,0.001,,13.54,0.019,6.93,8.0,0.58,0.61,97.08,Excellent
China,Shanghai,River,26-01-2023,0.181,2.56,10.29,0.015,7.31,30.4,1.12,0.75,87.77,Good
England,Manchester,Creek,06-04-2023,0.069,0.11,13.49,0.021,7.39,8.9,,0.17,96.43,Excellent
England,Manchester,Canal,08-11-2022,0.233,1.76,14.78,0.012,7.07,6.9,0.73,1.6,86.15,Good
Ireland,Galway,Reservoir,19-04-2020,0.019,3.82,12.68,,7.24,0.0,0.47,0.43,94.25,Good
USA,Pennsylvania,Lake,10-12-2020,,0.58,14.0,0.014,7.28,14.7,0.68,0.38,97.47,Excellent
England,Manchester,River,20-04-2020,0.003,1.09,12.98,0.001,6.72,22.7,0.61,2.74,98.5,Excellent
Canada,Quebec,Creek,26-08-2021,0.083,0.89,10.09,0.017,6.54,31.1,4.86,0.9,94.72,Good
China,Shanghai,Pond,13-04-2021,0.092,8.29,12.42,0.055,7.32,34.6,0.19,0.17,85.06,Good
Canada,Quebec,River,31-05-2021,0.063,1.73,9.72,0.008,7.71,17.3,1.08,1.14,93.97,Good
USA,Florida,Reservoir,24-09-2022,0.056,0.55,7.91,0.049,8.25,24.8,0.21,2.07,91.28,Good
Ireland,Cork,Pond,26-09-2020,0.133,0.43,11.92,0.027,7.77,15.5,0.72,0.17,92.79,Good
China,Beijing,River,13-05-2022,0.391,0.81,15.0,0.028,7.8,3.9,0.91,1.48,79.44,Fair
Ireland,Cork,Pond,21-01-2020,0.038,1.87,13.91,,7.34,11.5,,1.2,95.75,Excellent
Canada,Ontario,Lake,14-03-2020,0.039,3.09,13.44,0.048,6.89,7.5,0.1,0.58,94.2,Good
Canada,Ontario,Reservoir,26-11-2023,0.05,4.08,11.82,0.002,6.55,21.9,0.69,0.62,92.38,Good
Canada,Quebec,Canal,25-09-2020,0.003,2.41,9.66,0.073,7.6,30.2,0.54,1.22,96.01,Excellent
Canada,Alberta,Stream,05-01-2022,0.117,0.98,14.8,0.015,6.87,1.4,1.43,1.41,92.9,Good
Canada,Ontario,Lake,02-02-2022,0.056,0.52,14.41,0.024,7.56,14.0,0.32,0.36,96.55,Excellent
Canada,Ontario,Canal,24-09-2020,0.009,4.07,12.04,0.147,7.07,16.3,0.03,0.3,94.49,Good
China,Beijing,Stream,18-11-2021,0.307,0.35,12.85,0.262,7.19,8.8,1.28,1.09,84.22,Good
USA,New York,Reservoir,21-03-2022,0.2,6.45,12.21,,7.12,19.0,0.8,2.69,81.94,Good
Canada,Ontario,Pond,27-04-2020,0.016,2.09,13.25,0.102,7.63,9.9,0.05,6.52,96.58,Excellent
Ireland,Cork,Canal,20-06-2022,0.075,0.76,14.61,0.06,6.61,12.2,2.43,0.16,95.29,Excellent
England,Leeds,Reservoir,25-03-2022,0.053,1.08,10.13,0.018,7.11,15.3,0.66,3.22,96.0,Excellent
China,Beijing,Creek,05-01-2023,0.038,2.24,11.8,0.022,6.98,10.7,0.42,0.65,95.31,Excellent
Canada,Quebec,Canal,25-05-2020,0.125,0.15,12.18,0.044,7.28,32.8,0.04,0.33,93.57,Good
USA,Texas,Creek,02-07-2020,0.065,2.88,13.22,0.026,6.94,11.3,,1.38,93.16,Good
England,London,Stream,03-09-2021,0.05,1.85,12.04,0.001,7.3,5.1,,0.48,95.21,Excellent
England,London,Canal,21-11-2020,0.016,1.67,10.08,0.207,6.1,16.5,2.81,1.6,90.07,Good
China,Shanghai,River,29-02-2020,0.055,6.55,15.0,0.014,7.55,10.1,0.1,0.35,89.06,Good
Ireland,Cork,Canal,13-01-2023,,4.36,9.88,0.049,6.43,18.5,0.65,3.25,84.83,Good
Ireland,Dublin,Creek,03-03-2022,0.043,1.14,12.33,0.016,7.97,23.1,0.21,3.64,96.41,Excellent
England,Manchester,Lake,08-03-2023,0.03,2.38,12.97,0.0,7.68,4.3,0.27,0.14,95.51,Excellent
USA,Texas,River,09-05-2022,0.123,0.27,10.85,0.015,7.11,9.7,0.87,1.37,93.53,Good
England,London,Creek,24-04-2020,0.194,0.23,11.57,0.01,7.42,12.3,1.64,4.87,90.02,Good
Ireland,Limerick,Creek,24-01-2022,0.155,1.1,10.88,0.026,7.45,19.4,0.06,1.87,90.85,Good
England,Leeds,Stream,24-03-2020,0.194,0.77,12.88,0.009,6.81,13.8,0.51,3.16,89.33,Good
England,Manchester,Pond,17-03-2022,0.091,4.81,11.73,0.063,7.01,14.2,1.48,1.11,89.45,Good
Canada,Ontario,Creek,14-11-2022,0.159,5.59,9.9,0.015,7.4,23.1,0.69,0.71,84.81,Good
England,Birmingham,Reservoir,03-05-2020,,1.32,10.89,0.042,7.43,14.4,1.44,0.52,96.79,Excellent
Ireland,Galway,Canal,05-06-2021,0.027,6.58,10.11,0.066,7.3,10.0,,0.84,90.41,Good
Ireland,Dublin,Stream,02-06-2022,,0.43,14.12,0.132,7.15,20.4,0.54,7.75,92.33,Good
England,Manchester,Pond,19-09-2021,0.162,4.64,11.99,0.103,6.83,0.0,0.75,3.23,86.12,Good
China,Shanghai,Pond,05-04-2021,0.058,,14.92,0.035,7.48,16.0,0.15,4.42,90.39,Good
China,Jiangsu,Reservoir,18-01-2020,0.135,0.64,12.33,0.018,6.87,10.1,1.02,0.33,92.45,Good
Ireland,Limerick,Lake,18-07-2022,0.012,0.93,10.57,0.163,6.73,20.4,,0.24,98.25,Excellent
Canada,Quebec,Canal,11-12-2020,,0.38,12.53,0.106,6.83,12.9,0.47,0.26,98.94,Excellent
England,Manchester,Stream,28-08-2020,,1.12,12.56,0.157,7.09,10.8,0.32,2.17,94.14,Good
USA,Florida,Lake,07-06-2021,0.39,1.08,12.79,0.125,7.1,6.5,0.7,0.29,79.14,Fair
Canada,Alberta,Pond,08-10-2020,0.057,0.08,11.28,0.002,6.43,26.3,0.22,0.14,91.72,Good
Ireland,Galway,Reservoir,11-10-2023,0.053,0.01,12.49,0.04,8.01,15.8,0.58,0.78,97.35,Excellent
Canada,Ontario,Pond,20-11-2022,0.02,,14.22,0.099,6.2,15.1,0.36,0.99,89.93,Good
China,Beijing,Creek,06-10-2022,0.011,2.79,11.96,0.002,7.59,12.6,1.45,0.21,95.96,Excellent
China,Beijing,Pond,29-06-2023,0.021,3.39,10.1,0.006,7.34,17.7,0.06,0.04,94.71,Good
England,Manchester,Pond,06-05-2021,0.091,0.07,12.98,0.117,7.3,8.3,0.31,0.56,95.38,Excellent
Ireland,Dublin,Pond,15-05-2023,0.129,0.54,9.48,0.052,7.54,15.3,0.41,1.92,91.59,Good
China,Jiangsu,Reservoir,27-03-2021,0.096,0.13,14.79,0.034,7.33,11.8,0.53,0.58,95.02,Excellent
Canada,British Columbia,Canal,05-05-2021,0.055,1.02,11.85,0.047,7.85,14.9,0.29,0.47,95.97,Excellent
Canada,British Columbia,Stream,17-01-2021,0.005,2.93,13.54,0.041,8.5,14.5,0.43,0.67,96.07,Excellent
Ireland,Dublin,Reservoir,24-12-2022,0.341,2.54,12.91,0.008,7.29,14.6,0.04,0.56,79.75,Fair
Canada,Quebec,Lake,17-06-2021,0.048,0.34,11.77,0.021,7.74,21.5,0.76,0.12,97.2,Excellent
Canada,Ontario,Canal,13-11-2023,0.042,2.02,10.54,0.008,6.67,16.9,1.74,0.08,95.4,Excellent
Canada,Ontario,River,17-12-2023,0.05,3.26,13.77,0.001,6.84,18.4,1.33,0.88,93.41,Good
Ireland,Limerick,Stream,27-02-2020,0.742,,12.47,0.031,7.79,18.5,0.95,1.66,73.28,Fair
Ireland,Galway,Reservoir,14-08-2022,0.108,1.2,12.05,0.002,8.49,19.4,0.09,0.2,93.08,Good
England,Birmingham,Stream,08-11-2021,0.36,2.06,10.87,0.002,7.88,23.3,1.02,0.57,79.43,Fair
England,Leeds,Creek,29-12-2023,0.031,1.96,14.12,0.009,6.97,10.7,0.09,0.24,96.01,Excellent
Ireland,Galway,Lake,08-01-2022,0.187,6.34,12.01,,6.89,15.0,0.31,1.32,82.73,Good
Canada,Alberta,Reservoir,01-03-2023,0.034,0.18,12.03,0.11,7.86,30.2,0.71,0.6,98.09,Excellent
England,Birmingham,Stream,02-03-2022,0.032,,13.3,0.103,7.74,11.4,1.04,0.92,97.07,Excellent
China,Jiangsu,Canal,10-05-2020,0.032,1.09,12.99,0.003,7.5,17.6,1.29,0.2,97.04,Excellent
England,Manchester,Reservoir,16-09-2020,0.038,1.21,12.42,0.089,7.91,3.5,3.06,4.26,96.59,Excellent
USA,Texas,Reservoir,07-08-2021,0.228,0.59,12.8,0.01,7.3,15.4,0.75,2.41,87.84,Good
Ireland,Dublin,Creek,29-11-2023,0.146,1.89,12.85,0.01,6.0,9.0,1.07,3.16,82.85,Good
USA,Pennsylvania,Reservoir,20-06-2023,0.222,2.16,11.74,0.139,7.18,16.6,1.92,1.61,86.2,Good
Ireland,Dublin,Canal,30-11-2021,0.063,2.34,11.03,0.006,7.01,20.9,0.23,1.21,93.92,Good
Canada,Alberta,Creek,19-10-2020,0.068,0.39,11.49,0.044,7.41,7.3,1.88,1.13,96.12,Excellent
Ireland,Galway,Creek,19-02-2022,0.105,2.5,13.58,0.012,6.94,7.5,0.89,0.36,91.64,Good
England,Birmingham,Canal,03-07-2022,0.166,5.91,12.1,0.105,8.05,22.6,0.02,0.68,84.31,Good
Canada,Ontario,Canal,05-05-2021,0.105,1.43,10.76,0.023,7.33,22.7,0.74,2.54,92.97,Good
USA,New York,Canal,19-07-2021,0.094,8.42,12.21,0.04,7.4,13.5,0.92,0.51,84.77,Good
Canada,Quebec,Reservoir,20-04-2023,0.024,3.62,13.64,0.011,6.97,11.5,1.17,0.59,94.29,Good
USA,Florida,Lake,27-02-2022,0.047,0.61,12.27,0.052,7.27,12.7,0.97,3.26,96.9,Excellent
USA,Florida,River,29-09-2023,0.11,2.27,15.0,0.012,7.31,9.5,0.57,0.35,91.67,Good
Ireland,Cork,Lake,18-11-2020,0.025,2.89,10.74,0.072,7.05,20.4,0.16,1.01,95.14,Excellent
England,London,Reservoir,10-10-2021,0.141,3.44,10.43,0.003,7.8,15.6,0.54,2.87,88.66,Good
Ireland,Cork,Pond,24-04-2020,0.115,0.38,12.79,0.05,6.95,16.4,0.18,1.2,93.8,Good
England,Leeds,Lake,09-09-2023,0.121,0.57,14.13,0.004,6.25,11.2,1.43,4.31,86.99,Good
England,Manchester,River,26-10-2023,0.003,0.51,13.1,0.024,7.16,19.0,1.73,1.06,99.23,Excellent
USA,California,Creek,15-08-2023,0.006,1.71,10.92,0.041,7.37,30.4,0.84,1.54,97.58,Excellent
USA,New York,Creek,30-12-2021,0.152,,10.47,0.09,7.28,29.1,0.84,0.2,90.6,Good
Canada,Quebec,River,11-06-2020,0.088,3.27,8.93,0.002,7.67,19.8,0.24,1.29,88.82,Good
Ireland,Limerick,River,14-02-2023,0.007,0.55,14.16,0.003,7.56,18.3,0.22,0.06,98.98,Excellent
Ireland,Galway,Lake,04-03-2021,0.281,3.33,13.82,0.255,7.09,14.7,2.21,1.89,81.78,Good
Ireland,Galway,Pond,26-12-2020,0.065,6.37,13.73,0.052,8.25,5.1,1.33,0.85,88.79,Good
England,Leeds,Reservoir,30-06-2021,0.012,2.31,9.7,0.005,7.22,0.0,1.85,0.54,95.75,Excellent
England,London,River,15-10-2022,0.143,1.03,14.33,0.037,7.75,9.5,2.2,0.59,91.57,Good
Canada,Quebec,Canal,20-08-2023,0.148,2.68,11.66,0.018,7.05,17.2,0.61,0.56,89.25,Good
USA,Pennsylvania,Stream,30-11-2021,0.071,3.14,12.15,0.024,7.32,1.5,1.49,0.53,92.51,Good
Canada,Quebec,Stream,05-08-2022,0.015,,12.29,0.021,6.8,9.4,0.59,0.0,98.95,Excellent
England,Manchester,Creek,30-05-2022,0.413,0.43,11.32,0.045,6.96,11.4,1.15,2.57,78.82,Fair
England,Birmingham,Stream,20-01-2021,0.105,2.0,12.53,0.132,6.94,24.9,0.16,0.48,92.26,Good
Canada,Alberta,River,16-08-2020,0.095,1.19,10.05,0.073,7.64,14.1,0.35,1.49,93.77,Good
Ireland,Dublin,Pond,05-04-2020,0.22,1.58,9.69,0.113,6.15,17.0,0.53,0.04,79.54,Fair
Ireland,Cork,Canal,18-06-2022,0.262,0.93,13.96,0.051,7.0,14.9,0.83,0.7,85.76,Good
China,Beijing,River,22-01-2022,0.077,1.08,14.5,0.069,6.5,17.0,1.0,1.61,94.79,Good
Ireland,Dublin,River,21-02-2020,0.007,1.9,11.37,0.028,7.31,21.5,0.84,1.83,97.27,Excellent
Canada,Alberta,Canal,29-10-2023,0.036,1.82,10.42,0.01,7.17,17.1,0.18,0.29,95.92,Excellent
Canada,Quebec,River,25-09-2021,0.017,2.5,10.45,0.001,7.0,17.8,0.38,0.55,96.02,Excellent
Canada,British Columbia,Stream,18-09-2023,0.004,0.02,9.98,0.015,6.84,26.5,1.76,0.28,99.72,Excellent
Canada,Ontario,Stream,24-02-2020,0.105,1.74,15.0,0.003,8.02,12.7,0.77,1.89,92.6,Good
China,Guangdong,Lake,20-03-2023,0.178,4.18,12.94,0.021,7.59,24.3,0.98,0.08,85.87,Good
USA,Texas,Canal,26-03-2022,0.087,0.96,9.32,0.049,7.56,14.5,0.46,1.06,92.74,Good
China,Beijing,Stream,02-12-2020,0.215,0.89,13.41,0.028,7.72,8.4,2.49,1.01,88.15,Good
USA,Texas,River,09-02-2021,0.217,0.38,12.92,0.043,8.08,10.4,0.09,0.94,88.68,Good
England,Birmingham,Reservoir,23-12-2023,0.055,4.09,15.0,0.044,7.7,11.4,0.19,1.08,92.13,Good
Canada,Alberta,Lake,24-02-2020,0.014,0.28,12.17,0.172,6.85,9.3,0.45,0.78,98.93,Excellent
China,Shanghai,Creek,16-07-2023,0.054,1.81,9.3,0.025,6.61,15.7,0.96,4.49,93.29,Good
England,Manchester,Reservoir,18-09-2020,0.131,2.71,14.17,0.002,6.91,32.5,1.07,2.66,90.07,Good
Ireland,Galway,Canal,12-09-2023,0.068,3.14,11.43,0.059,7.07,13.4,0.56,5.74,92.68,Good
Canada,Quebec,Lake,12-12-2020,0.052,0.22,10.0,0.075,7.13,17.2,1.5,3.26,97.13,Excellent
Canada,Alberta,Lake,03-12-2023,0.186,1.38,13.19,0.028,6.21,3.3,3.72,1.44,82.55,Good
China,Shanghai,Creek,20-05-2023,0.185,1.54,12.94,0.019,6.26,14.2,0.64,1.71,82.59,Good
China,Shanghai,River,11-08-2021,0.013,10.36,14.34,0.038,8.53,12.2,0.15,0.87,81.25,Good
Ireland,Limerick,Pond,21-11-2023,0.102,,10.77,0.023,6.89,24.6,0.13,4.09,94.82,Good
Canada,British Columbia,Lake,21-09-2020,0.007,1.75,11.82,0.002,7.5,19.3,,0.06,97.48,Excellent
Canada,Alberta,Stream,27-06-2020,,,9.61,0.019,6.44,21.9,0.64,2.23,87.08,Good
China,Guangdong,River,19-08-2022,0.26,2.76,14.77,0.047,7.69,7.1,0.97,3.01,83.56,Good
England,London,River,02-02-2023,0.025,0.56,12.7,0.052,6.99,22.9,0.98,0.01,98.03,Excellent
England,London,Creek,18-01-2021,0.079,0.63,8.09,0.008,7.12,9.8,0.31,1.87,90.48,Good
England,Leeds,Canal,04-09-2020,0.07,4.56,11.53,0.034,7.32,23.0,3.81,1.52,90.79,Good
China,Shanghai,Canal,13-02-2021,0.033,0.5,13.25,0.055,6.94,19.3,0.49,0.78,97.7,Excellent
England,London,River,29-01-2020,0.058,1.4,9.86,0.053,7.15,23.1,0.51,1.04,95.0,Good
England,London,Lake,22-03-2022,0.001,4.98,12.02,0.017,7.48,13.6,0.47,0.58,93.72,Good
USA,Florida,Pond,07-02-2023,0.067,0.3,9.63,0.094,6.35,33.4,0.08,1.7,89.61,Good
Canada,Quebec,Pond,02-07-2020,0.116,2.21,13.86,0.062,7.09,9.6,1.77,0.76,91.44,Good
England,Leeds,Pond,20-06-2021,0.076,4.3,13.0,0.029,7.34,2.2,0.25,0.43,90.83,Good
China,Guangdong,Canal,04-04-2022,,8.4,10.71,0.004,6.96,20.2,1.11,3.14,85.67,Good
England,Manchester,Reservoir,25-06-2022,0.107,0.03,15.0,0.062,7.29,20.0,1.02,1.24,94.64,Good
Ireland,Cork,Lake,05-03-2021,0.229,0.25,13.32,0.049,7.27,22.7,1.04,0.63,88.26,Good
Canada,Quebec,Lake,26-11-2020,0.104,4.96,11.79,0.009,7.2,21.7,2.41,6.22,88.63,Good
China,Beijing,Pond,05-08-2020,0.01,1.59,10.69,0.011,7.26,14.1,0.62,4.95,97.53,Excellent
China,Guangdong,Reservoir,11-11-2020,0.008,1.47,14.37,0.016,7.11,0.0,0.5,4.6,97.74,Excellent
Ireland,Cork,Pond,23-09-2023,0.21,0.19,11.52,0.039,7.14,29.1,2.03,0.88,89.28,Good
Canada,Quebec,Pond,25-12-2021,0.058,0.14,9.77,0.052,7.04,30.7,0.22,1.01,96.35,Excellent
England,London,Stream,09-01-2021,0.076,0.41,7.0,0.023,6.86,30.1,0.27,1.32,88.17,Good
China,Guangdong,Lake,31-01-2022,0.05,1.84,13.0,0.017,7.3,19.1,0.15,0.37,95.22,Excellent
USA,New York,Lake,25-07-2023,0.013,0.97,11.84,0.001,6.47,21.4,0.42,0.4,92.96,Good
England,Manchester,River,19-08-2023,0.12,4.87,14.4,0.009,6.64,8.8,1.11,0.3,87.9,Good
USA,Pennsylvania,River,10-07-2021,0.062,0.1,12.79,0.006,7.9,8.7,0.29,0.62,96.76,Excellent
England,Leeds,Reservoir,02-08-2020,0.163,0.46,13.42,0.089,6.84,24.2,3.6,0.88,91.26,Good
Canada,Ontario,Stream,02-10-2023,,0.12,9.46,0.02,7.18,26.5,1.05,0.19,98.29,Excellent
Ireland,Cork,Canal,18-02-2023,0.028,0.24,10.48,0.012,6.52,21.4,0.14,0.95,98.27,Excellent
Ireland,Dublin,Pond,24-02-2023,0.397,3.62,12.45,0.039,8.23,16.0,0.22,3.94,75.64,Fair
Ireland,Cork,River,13-09-2023,0.064,1.65,11.9,0.087,7.8,20.3,1.18,0.68,94.74,Good
USA,Texas,Canal,28-02-2022,0.028,,10.13,0.014,7.41,33.3,1.72,0.6,98.51,Excellent
Canada,Alberta,Pond,27-04-2020,0.122,5.93,11.01,0.01,7.83,16.4,1.37,2.32,86.49,Good
China,Guangdong,Pond,28-03-2022,0.118,1.19,13.55,0.025,7.02,10.9,0.06,0.22,92.6,Good
Canada,Alberta,Pond,18-01-2022,0.061,2.5,8.35,0.059,6.35,25.5,0.01,0.01,83.99,Good
England,London,Reservoir,20-07-2021,0.115,0.64,11.79,0.009,6.81,17.7,0.3,0.12,93.46,Good
England,London,Reservoir,14-10-2021,0.027,0.44,12.57,0.005,7.02,20.8,2.63,0.43,98.07,Excellent
Ireland,Dublin,Canal,22-12-2020,0.03,1.44,14.95,0.05,6.75,0.3,0.77,0.13,96.69,Excellent
USA,Florida,River,26-05-2022,0.048,,10.39,0.041,7.16,22.0,2.36,1.58,92.56,Good
Ireland,Dublin,River,05-03-2023,0.05,2.21,14.12,0.121,6.72,5.8,0.11,0.5,94.74,Good
Ireland,Galway,Stream,10-07-2021,0.111,5.18,12.76,0.005,7.11,10.0,0.33,5.01,87.99,Good
USA,Pennsylvania,Pond,06-07-2020,0.709,0.87,10.22,0.017,7.11,16.4,0.04,1.82,73.91,Fair
China,Jiangsu,Creek,09-03-2021,0.077,0.94,13.12,0.096,7.79,4.7,2.88,2.1,94.98,Good
China,Guangdong,Stream,25-01-2023,0.11,0.2,14.22,0.008,6.72,16.4,0.23,1.84,94.24,Good
England,Birmingham,Canal,13-01-2021,0.353,0.63,14.03,0.016,6.55,23.8,1.75,3.94,81.54,Good
USA,New York,Canal,02-01-2020,0.252,1.22,12.22,0.068,7.45,21.8,0.32,0.05,85.87,Good
Canada,Ontario,Reservoir,11-12-2020,,0.48,12.14,0.048,7.81,16.2,0.88,0.61,96.62,Excellent
England,Manchester,Pond,31-01-2020,0.109,1.67,13.88,0.046,7.29,21.3,0.15,3.11,92.47,Good
USA,Pennsylvania,Canal,28-08-2023,0.001,4.52,13.44,0.195,7.6,8.2,0.02,0.02,94.3,Good
England,London,Lake,17-09-2023,0.277,0.22,12.78,0.056,6.69,18.5,0.09,2.96,85.86,Good
USA,Texas,Reservoir,30-05-2020,0.229,1.95,12.95,0.099,6.3,13.8,0.21,3.16,80.14,Good
Canada,Quebec,Canal,30-05-2022,0.143,7.17,9.9,0.019,7.57,6.5,0.84,1.16,83.66,Good
China,Jiangsu,Stream,25-12-2022,0.044,4.31,9.31,0.001,7.46,19.9,3.2,2.96,90.73,Good
China,Jiangsu,Stream,15-03-2020,0.123,1.98,9.94,0.078,7.36,12.9,0.65,1.6,91.22,Good
China,Jiangsu,Lake,31-05-2020,,0.78,12.7,0.007,7.5,21.8,1.61,0.85,98.31,Excellent
Canada,Alberta,Stream,17-09-2022,0.144,0.59,11.57,0.032,7.93,20.9,0.19,2.88,92.04,Good
Canada,Ontario,Canal,17-05-2023,0.054,0.14,13.52,0.082,6.88,17.3,1.56,2.24,97.14,Excellent
Canada,Quebec,Stream,28-08-2023,0.017,2.7,9.03,0.045,7.27,15.6,1.02,2.85,93.37,Good
England,London,Stream,25-11-2021,0.029,2.62,15.0,0.001,7.04,9.1,0.95,3.6,95.27,Excellent
China,Jiangsu,Pond,20-01-2023,0.057,7.59,13.44,0.037,7.39,19.0,0.01,4.38,87.67,Good
England,Birmingham,Lake,29-07-2023,0.039,0.01,10.7,0.151,6.3,26.0,0.13,1.18,92.01,Good
Canada,British Columbia,Lake,24-08-2020,0.023,1.65,10.65,0.101,6.99,19.4,1.23,4.53,96.8,Excellent
China,Beijing,Pond,21-02-2022,0.118,0.19,12.45,0.084,7.4,23.9,,0.53,93.86,Good
Ireland,Galway,Lake,04-03-2020,0.107,3.03,10.66,0.082,7.51,21.9,0.48,3.12,90.87,Good
China,Guangdong,Lake,22-04-2021,0.071,3.71,12.71,0.01,7.59,7.0,,0.47,91.81,Good
USA,Texas,River,20-11-2020,0.187,2.38,12.85,,6.28,7.9,0.22,2.44,81.6,Good
USA,Pennsylvania,River,21-12-2021,0.038,1.99,10.96,0.003,6.51,16.7,1.78,9.41,95.6,Excellent
USA,Florida,Stream,13-02-2022,0.046,0.14,9.82,0.006,7.11,25.2,0.05,1.33,97.06,Excellent
Ireland,Galway,Creek,03-08-2023,0.045,2.67,8.27,0.003,7.09,26.1,0.14,0.21,90.09,Good
England,Birmingham,Stream,15-01-2020,0.239,3.28,12.41,0.014,7.29,9.3,0.53,1.1,83.96,Good
USA,California,Lake,11-05-2022,0.028,0.35,8.69,,6.6,25.4,0.26,1.76,94.9,Good
China,Jiangsu,Stream,19-09-2021,0.013,0.0,14.43,,7.2,20.8,,3.65,99.33,Excellent
Ireland,Limerick,Stream,01-04-2022,0.133,1.04,12.86,0.055,7.33,21.4,1.18,1.62,92.06,Good
Ireland,Limerick,Creek,10-07-2022,0.025,5.62,11.49,,7.39,13.2,0.35,0.14,91.71,Good
Ireland,Dublin,Stream,16-02-2021,0.106,1.45,14.28,0.028,6.91,8.2,1.63,1.63,92.91,Good
England,Birmingham,Stream,15-11-2023,0.132,3.51,10.7,0.118,7.15,14.6,0.21,5.67,89.0,Good
USA,Florida,Canal,08-11-2021,0.231,2.29,10.54,0.127,7.15,14.6,0.75,1.15,85.6,Good
